071.00	227,235,141,275,345,388,321,311,331,363,202,499,438,491,562
072.00	62,243,229,114,109,282,367,330,145,392,321
073.00	62,243,229,114,109,282,367,330,145,392,321
074.00	5,335,359,175,174,264,431,203,475,469
074.01	335,175,174,431,203,475,469,393,68,103
075.00	
076.00	
077.00	172,37,24,95,204,38,32,234,67,445,502
078.00	172,37,24,95,204,38,32,234,67,445,502
079.00	187,248,23,300,214,173,382,335,428,472,562
080.00	187,248,23,300,214,173,382,335,428,472,562
081.00	
082.00	
083.00	211,193,119,16,98,175,297,174,343,189,400,348,279,355,376,493
084.00	98,48,114,185,175,283,119,413,363,372
085.00	98,48,114,185,175,283,119,413,363,372
086.00	122,195,50,32,21,227,252,333,324,254,256,255,352,231,214,562
087.00	122,195,50,32,21,227,252,333,324,254,256,255,352,231,214,562
088.00	114,212,122,286,174,325,425,254,256,255,184,491
088.01	212,286,174,425,254,256,255,184,499,228,372,180
089.00	
090.00	61,36,112,229,103,333,341,350,352,392,419,41
091.00	61,36,112,229,103,333,341,350,352,392,419,41
092.00	149,195,114,310,288,7,8,9,50,184,499,123,513,494
093.00	149,195,114,310,288,7,8,9,50,184,499,123,513,494
094.00	149,195,114,310,288,7,8,9,50,184,499,123,513
095.00	175,335,111,205,350,431,484,446,563
096.00	112,274,272,7,9,8,417,260,427,385,290,285
097.00	112,274,272,7,9,8,417,260,427,385,290,285
098.00	114,133,175,21,282,321,246,97,203,498,117,502
099.00	114,133,175,21,282,321,246,97,203,498,117,502
100.00	
101.00	
102.00	235,236,246,275,174,267,381,437,384,202,285,363,335,580
103.00	
104.00	246,187,103,130,195,24,442,197,203,498
105.00	
106.00	229,136,183,170,270,68,410,418,203,228,364
107.00	229,136,183,170,270,68,410,418,203,228,364
108.00	187,222,34,174,265,214,173,133,359,330,428,562
109.00	103,149,60,194,220,288,180,174,254,256,255,390
110.00	103,149,60,194,220,288,180,174,254,256,255,390
111.00	242,179,68,222,174,306,407,423,424,422,130,231,431,563,368,470
112.00	242,179,68,222,174,306,407,423,424,422,130,231,431,563,368,470
113.00	217,118,215,312,68,270,356,426,363,203,69
114.00	175,93,72,133,73,267,283,437,384,202,476,363
115.00	23,193,116,50,68,306,38,283,359,264,376,253,509
116.00	175,62,190,50,150,82,225,324,13,330,352,499,200
117.00	175,62,190,50,150,82,225,324,13,330,352,499,200
118.00	60,114,56,214,300,189,401,34,341,130,324
119.00	60,114,56,214,300,189,401,34,341,130,324
120.00	
121.00	
122.00	248,95,102,252,271,109,358,298,417,471,478,196
123.00	68,226,13,179,203,318,405,400,432,211,501
124.00	96,252,273,8,357,417,358,445
125.00	2,112,27,96,238,7,8,223,364,359,264
126.00	2,5,112,103,238,9,183,223,394,187,231,116,384,562
127.00	31,175,185,98,370,364,382,450,276
128.00	
129.00	
130.00	
131.00	193,321,287,349,174,214,32,246,250,90,406,419,248,573
132.00	
133.00	204,175,203,174,321,273,281,313,343,197,363,500,485,445
134.00	204,175,203,174,321,273,281,313,343,197,363,500,485,445
135.00	204,175,203,174,321,273,281,313,343,197,363,500,485,445
136.00	204,175,203,174,321,273,281,313,343,197,363,500,485,445
137.00	
138.00	61,62,21,48,114,191,282,378,390,330,117,352,250,513
139.00	61,62,21,48,114,191,282,378,390,330,117,352,250,513
140.00	61,62,229,175,282,109,341,196,103,202,193,36
141.00	61,62,229,175,282,109,341,196,103,202,193,36
142.00	18,228,193,211,225,174,372,355,366,469
143.00	122,204,38,174,90,18,228,68,363,495,562
144.00	
145.00	
146.00	
147.00	54,114,48,225,349,407,245,352,453,406,231
148.00	54,114,48,225,349,407,245,352,453,406,231
149.00	54,114,48,225,349,407,245,352,453,406,231
150.00	
151.00	
152.00	22,73,68,246,175,267,275,320,437,312,378,34,287,505,580
153.00	22,73,68,246,175,267,275,320,437,312,378,34,287,505,580
154.00	22,73,68,246,175,267,275,320,437,312,378,34,287,505,580
155.00	154,98,179,37,193,343,336,306,38,24,394,326,267,481
156.00	154,98,179,37,193,343,336,306,38,24,394,326,267,481
157.00	154,98,179,37,193,343,336,306,38,24,394,326,267,481
158.00	242,37,56,246,300,346,8,232,349,453,313,335,352,260
159.00	242,37,56,246,300,346,8,232,349,453,313,335,352,260
160.00	242,37,56,246,300,346,8,232,349,453,313,335,352,260
161.00	38,228,163,116,179,271,274,387,204,343,363,231,445
162.00	38,228,163,116,179,271,274,387,204,343,363,231,445
163.00	119,48,185,17,18,143,297,97,101,432
164.00	119,48,185,17,18,143,297,97,101,432
165.00	60,117,318,405,103,227,282,450,264,409,146,366
166.00	60,117,318,405,103,227,282,450,264,409,146,366
167.00	60,50,49,226,228,324,390,41,527,476,400,224
168.00	60,50,49,226,228,324,390,41,527,476,400,224
169.00	98,228,185,16,18,174,417,95,428,413,202,211,432,599
170.00	175,103,133,60,250,97,54,351,362,352,487
171.00	175,103,133,60,250,97,54,351,362,352,487
172.00	179,117,217,227,3,273,268,252,9,321,175,203,381,516,574,604
173.00	217,118,133,187,150,102,273,313,343,312,500,321,581,505
174.00	195,217,185,273,313,387,343,356,214,445,386,581,505
175.00	217,119,64,193,248,417,375,381,326,290,500,234
176.00	217,119,64,193,248,417,375,381,326,290,500,234
177.00	114,65,98,185,211,297,287,428,389,485,355,285,493,502
178.00	114,65,98,185,211,297,287,428,389,485,355,285,493,502
179.00	36,34,103,316,268,260,28,231,495,97,598,604
180.00	36,34,103,316,268,260,28,231,495,97,598,604
181.00	36,34,103,316,268,260,28,231,495,97,598,604
182.00	75,175,235,204,275,321,298,290,267,495
183.00	133,453,187,34,293,248,330,195,217,287,276,48,346
184.00	133,453,187,34,293,248,330,195,217,287,276,48,346
185.00	120,29,106,111,205,328,446,174,203
186.00	54,150,61,114,170,346,301,341,287,283,227,203,352
187.00	93,227,38,133,270,312,388,538,402,203,580
188.00	93,227,38,133,270,312,388,538,402,203,580
189.00	93,227,38,133,270,312,388,538,402,203,580
190.00	68,103,228,97,180,21,3,251,252,343,340,279,415,501
191.00	320,227,73,267,174,270,275,230,203,117,363,234,580
192.00	320,227,73,267,174,270,275,230,203,117,363,234,580
193.00	18,179,141,324,318,364,185,228,38,290
194.00	34,246,174,300,254,256,255,68,227,24,105,495,214,491,385,598
195.00	34,246,174,300,254,256,255,68,227,24,105,495,214,491,385,598
196.00	204,175,203,174,321,273,281,313,343,197,363,500,485,445
197.00	204,175,203,174,321,273,281,313,343,197,363,500,485,445
198.00	18,65,119,17,143,109,297,195,375,103,185,413,355,372,260
199.00	187,248,23,300,214,173,382,335,428,472,562
200.00	103,194,286,262,389,425,174,180,466,417,285,472,382
201.00	
202.00	
203.00	36,133,193,248,251,273,277,24,243,13,285,290,212
204.00	42,175,129,68,328,279,38,390,379,203,446
205.00	42,175,129,68,328,279,38,390,379,203,446
206.00	117,246,44,29,310,174,376,277,173,97,290,214,506
207.00	232,17,13,68,328,97,226,38,364,400,440,379,431,342
208.00	175,335,111,205,350,431,484,446,563
209.00	118,185,217,242,215,173,265,370,423,424,422,264,38,102,313
210.00	118,185,217,242,215,173,265,370,423,424,422,264,38,102,313
211.00	175,114,61,48,310,324,453,352,362,491
212.00	68,226,13,179,203,318,405,400,432,211,501
213.00	230,282,270,367,328,189,51,350,515
214.00	106,117,175,279,228,38,69,264,224,350
215.00	68,180,193,44,306,252,458,386,228,420,8,274,419,364,556,630
216.00	242,36,69,68,232,313,281,214,238,38,370,400,187,498,583
217.00	242,36,69,68,232,313,281,214,238,38,370,400,187,498,583
218.00	151,257,174,108,262,254,255,256,205,517,414,385
219.00	151,257,174,108,262,254,255,256,205,517,414,385
220.00	36,44,34,246,341,333,38,90,174,341,419,446,556,573
221.00	36,44,34,246,341,333,38,90,174,341,419,446,556,573
222.00	103,54,133,112,275,109,333,267,392,174,117,352,457,293,642
223.00	62,190,48,114,103,350,173,175,323,341,129,491,352,494
224.00	62,190,48,114,103,350,173,175,323,341,129,491,352,494
225.00	62,98,248,150,229,301,420,8,252,516,196,573,194,191
226.00	239,56,114,21,300,243,346,150,469,133
227.00	65,228,18,143,174,413,372,385,446,203
228.00	83,99,228,68,180,179,251,424,422,417,386,364,389,194
229.00	83,99,228,68,180,179,251,424,422,417,386,364,389,194
230.00	175,62,190,50,150,82,225,324,13,330,352,499,200
231.00	116,34,246,173,68,90,283,420,457,189,484,583
232.00	116,34,246,173,68,90,283,420,457,189,484,583
233.00	
234.00	180,50,44,326,37,24,428,224,300,99,382
235.00	
236.00	229,136,183,170,270,68,410,418,203,228,364
237.00	229,136,183,170,270,68,410,418,203,228,364
238.00	96,252,273,8,357,417,358,445
239.00	2,112,27,96,238,7,8,223,364,359,264
240.00	2,5,112,103,238,9,183,223,394,187,231,116,384,562
241.00	217,179,69,203,174,270,214,146,359,38,386,363,531,562
242.00	217,118,215,312,68,270,356,426,363,203,69
243.00	
244.00	
245.00	
246.00	228,23,200,116,246,349,174,334,372,442,446,231
247.00	228,23,200,116,246,349,174,334,372,442,446,231
248.00	228,23,200,116,246,349,174,334,372,442,446,231
249.00	
250.00	
251.00	
252.00	242,300,283,73,225,306,388,24,320,235,345,437,13,331,363,580
253.00	242,300,283,73,225,306,388,24,320,235,345,437,13,331,363,580
254.00	242,300,283,73,225,306,388,24,320,235,345,437,13,331,363,580
255.00	68,179,203,265,306,226,97,400,387,364,297,174,481,67
256.00	68,179,203,265,306,226,97,400,387,364,297,174,481,67
257.00	68,179,203,265,306,226,97,400,387,364,297,174,481,67
258.00	287,253,174,23,301,243,68,246,250,44,38,426,281,124,419,469
259.00	287,253,174,23,301,243,68,246,250,44,38,426,281,124,419,469
260.00	287,253,174,23,301,243,68,246,250,44,38,426,281,124,419,469
261.00	310,305,343,43,281,389,423,424,422,382,289,214,583
262.00	310,305,343,43,281,389,423,424,422,382,289,214,583
263.00	204,228,321,271,270,189,214,431,493
264.00	204,228,321,271,270,189,214,431,493
265.00	112
266.00	112
267.00	112
268.00	
269.00	
270.00	235,75,230,73,175,55,321,68,202,298
271.00	235,75,230,73,175,55,321,68,202,298
272.00	235,75,230,73,175,55,321,68,202,298
273.00	73,133,98,13,36,388,417,384,432,492,251,331,580
274.00	73,133,98,13,36,388,417,384,432,492,251,331,580
275.00	73,133,98,13,36,388,417,384,432,492,251,331,580
276.00	228,48,287,119,99,143,18,413,355,211,432,586,542
277.00	228,48,287,119,99,143,18,413,355,211,432,586,542
278.00	54,239,97,16,346,392,282,362,355,487,469
279.00	54,239,97,16,346,392,282,362,355,487,469
280.00	50,212,262,194,288,425,109,227,485,285,581,502
281.00	50,212,262,194,288,425,109,227,485,285,581,502
282.00	50,212,262,194,288,425,109,227,485,285,581,502
283.00	193,341,60,56,170,324,450,453,203,565,471,650
284.00	193,341,60,56,170,324,450,453,203,565,471,650
285.00	313,204,270,388,358,402,331,264,363,409
286.00	313,204,270,388,358,402,331,264,363,409
287.00	228,163,34,173,306,174,214,359,400,495,321
288.00	228,163,34,173,306,174,214,359,400,495,321
289.00	228,163,34,173,306,174,214,359,400,495,321
290.00	203,185,16,318,405,400,450,515
291.00	203,185,16,318,405,400,450,515
292.00	
293.00	36,173,326,265,108,283,359,313,509,574
294.00	36,173,326,265,108,283,359,313,509,574
295.00	36,173,326,265,108,283,359,313,509,574
296.00	185,197,193,270,238,279,223,68,358,418,364,469,264,498
297.00	185,197,193,270,238,279,223,68,358,418,364,469,264,498
298.00	227,47,287,21,321,313,34,346,487,330,383,293
299.00	222,205,38,335,446,203,469
300.00	270,253,313,273,226,321,387,252,428,389,426,493,445,322
301.00	270,253,313,273,226,321,387,252,428,389,426,493,445,322
302.00	105,236,417,260,364,389,271,445,212,368,286
303.00	305,246,321,389,423,424,422,386,385,445,21,368,581,69
304.00	283,34,23,265,174,103,442,407,457,276,446,179
305.00	283,34,23,265,174,103,442,407,457,276,446,179
306.00	283,34,23,265,174,103,442,407,457,276,446,179
307.00	7,9,8,193,252,226,223,384,385,427,418,409,290,501
308.00	7,9,8,193,252,226,223,384,385,427,418,409,290,501
309.00	242,29,253,174,129,435,423,424,422,415,486,351,481,598
310.00	242,29,253,174,129,435,423,424,422,415,486,351,481,598
311.00	273,47,186,435,381,204,313
312.00	273,47,186,435,381,204,313
313.00	226,318,271,227,405,146,69
314.00	226,318,74,227,405,445,313,109
315.00	191,235,42,178,79,75,170,437,402,202,363,320,331
316.00	151,123,220,174,194,189,441,599
317.00	151,123,220,174,194,189,441,599
318.00	56,38,37,246,129,362,194,653
319.00	56,38,37,246,129,362,194,653
320.00	38,37,173,214,174,90,321,111,34,392,487,428,499
321.00	38,37,173,214,174,90,321,111,34,392,487,428,499
322.00	336,184,34,205,111,23,281,246,426,257,254,256,255,203,442,74
323.00	336,184,34,205,111,23,281,246,426,257,254,256,255,203,442,74
324.00	284,203,214,281,90,130,481,499,276
325.00	248,326,271,428,133,243,285,18,381,203,493
326.00	248,326,271,428,133,243,285,18,381,203,493
327.00	227,274,50,226,273,271,265,252,272,427,313,229,196,352,375,470
328.00	116,98,16,175,210,341,203,414,450,324
329.00	116,98,16,175,210,341,203,414,450,324
330.00	116,98,16,175,210,341,203,414,450,324
331.00	320,51,298,223,68,67,265,345,402,417,50,335,388,415,565,562
332.00	320,51,298,223,68,67,265,345,402,417,50,335,388,415,565,562
333.00	97,114,228,99,297,407,384,355,304,211
334.00	97,114,228,99,297,407,384,355,304,211,656
335.00	175,24,13,68,174,154,400,232,458,50,231,515,364,501
336.00	254,256,255,34,184,372,400,415,231,378,386,515
337.00	
338.00	563
339.00	37,250,209,56,175,36,349,414,341,330,563
340.00	37,250,209,56,175,36,349,414,341,330
341.00	300,283,34,246,282,276,232,349,376,498,38,453,415
342.00	300,283,34,246,282,276,232,349,376,498,38,453,415
343.00	
344.00	
345.00	112,105,243,378,321,174,72,203,446
346.00	112,105,243,378,321,174,72,203,446
347.00	229,282,103,28,440,174,334,352,453
348.00	229,282,103,28,440,174,334,352,453
349.00	243,225,300,95,109,54,114,321,362,231,406,445
350.00	243,225,300,95,109,54,114,321,362,231,406,445
351.00	248,381,50,133,466,506,499,513,385,322
352.00	50,277,271,252,417,146,105,285,289,492,293
353.00	50,194,193,310,286,228,425,109,466,441,566
354.00	50,194,193,310,286,228,425,109,466,441,566
355.00	286,194,220,288,262,185,466,399,285,114
356.00	286,194,220,288,262,185,466,399,285,114
357.00	29,21,13,73,267,437,235,174,348,349,331,363
358.00	50,174,95,273,248,105,500,285,322
359.00	226,185,38,277,174,212,428,386,389,372,382,224,506,195,583
360.00	
361.00	335,191,205,50,117,311,419,506,313,415
362.00	335,191,205,50,117,311,419,506,313,415
363.00	346,254,256,255,281,174,90,324,392,205,214,352,187
364.00	346,254,256,255,281,174,90,324,392,205,214,352,187
365.00	346,254,256,255,281,174,90,324,392,205,214,352,187
366.00	287,300,34,48,112,109,392,330,352,362,203
367.00	287,300,34,48,112,109,392,330,352,362,203
368.00	287,300,34,48,112,109,392,330,352,362,203
369.00	222,130,346,133,214,401,173,189,330,341,362,428
370.00	150,48,346,300,445,392,453,505,362,494
371.00	56,37,82,239,349,424,407,406,203,111
372.00	56,37,82,239,349,424,407,406,203,111
373.00	56,37,82,239,349,424,407,406,203,111
374.00	
375.00	
376.00	
377.00	
378.00	
379.00	
380.00	
381.00	
382.00	
383.00	
384.00	
385.00	
386.00	
387.00	388,74,321,34,38,328,402,37,133,276,254,256,255,414,469,580
388.00	388,74,321,34,38,328,402,37,133,276,254,256,255,414,469,580
389.00	388,74,321,34,38,328,402,37,133,276,254,256,255,414,469,580
390.00	7,9,24,227,257,116,270,252,299,68,274,501,264,66
391.00	7,9,24,227,257,116,270,252,299,68,274,501,264,66
392.00	7,9,24,227,257,116,270,252,299,68,274,501,264,66
393.00	458,48,281,300,189,173,175,97,392,56,297,117,196
394.00	458,48,281,300,189,173,175,97,392,56,297,117,196
395.00	458,48,281,300,189,173,175,97,392,56,297,117,196
396.00	297,31,228,310,28,193,38,211,253,355,197,279,119
397.00	297,31,228,310,28,193,38,211,253,355,197,279,119
398.00	297,31,228,310,28,193,38,211,253,355,197,279,119
399.00	98,346,38,154,111,205,316,401,431,214,203,130
400.00	98,346,38,154,111,205,316,401,431,214,203,130
401.00	
402.00	
403.00	423,424,422,98,336,36,400,351,129,24,324,270,598,313
404.00	423,424,422,98,336,36,400,351,129,24,324,270,598,313
405.00	423,424,422,98,336,36,400,351,129,24,324,270,598,313
406.00	191,235,42,178,79,75,170,437,326,402,202,363,320
407.00	191,235,42,178,79,75,170,437,402,202,363,320,331
408.00	242,37,38,43,21,23,18,359,174,231,442
409.00	242,37,38,43,21,23,18,359,174,231,442
410.00	29,184,116,38,350,34,103,174,90,68,446,469,470
411.00	29,184,116,38,350,34,103,174,90,68,446,469,470
412.00	
413.00	
414.00	
415.00	
416.00	
417.00	343,44,313,111,205,260,175,231,39,266,268,516,569
418.00	189,29,154,163,316,3,210,226,401,392,382,415,541,487
419.00	189,29,154,163,316,3,210,226,401,392,382,415,541,487
420.00	75,230,321,267,320,312,311,505,361,402,363,111,205,579
421.00	75,230,321,267,320,312,311,505,361,402,363,111,205,579
422.00	68,243,254,256,255,281,262,174,133,90,376,124,499,362,54,151
423.00	68,243,254,256,255,281,262,174,133,90,376,124,499,362,54,151
424.00	68,103,228,97,180,21,3,251,252,343,340,279,415,501
425.00	262,34,194,50,114,95,311,499,432,366
426.00	262,34,194,50,114,95,311,499,432,366
427.00	313,252,227,186,458,67,327,415,9,8,7,175,264,509,383,298
428.00	313,252,227,186,458,67,327,415,9,8,7,175,264,509,383,298
429.00	103,194,286,262,389,425,174,180,466,417,285,472,382
430.00	18,65,119,17,143,109,297,195,375,103,185,413,355,372,260
431.00	44,39,98,28,313,372,175,289,358,387
432.00	44,39,98,28,313,372,175,289,358,387
433.00	50,174,95,273,248,105,500,285,322
434.00	228,43,123,38,242,184,310,386,114,231,492,481,583,322,300
435.00	228,43,123,38,242,184,310,386,114,231,492,481,583,322,300
436.00	
437.00	
438.00	120,29,106,111,205,328,446,174,203
439.00	248,95,102,252,271,109,358,298,361,204,417,471,478,196
440.00	217,118,215,312,68,270,356,387,426,363,203
441.00	227,101,97,417,48,211,214,432,314,586
442.00	194,220,108,286,288,425,445,171,492
443.00	225,200,239,184,38,37,232,328,34,442,341,431,231
444.00	225,200,239,184,38,37,232,328,34,442,341,431,231
445.00	225,200,239,184,38,37,232,328,34,442,341,431,231
446.00	122,204,38,174,18,228,428,68,363,495,120,562
447.00	238,197,44,170,327,136,97,410,242,67,334,299,418,266,509
448.00	238,197,44,170,327,136,97,410,242,67,334,299,418,266,509
449.00	254,256,255,174,303,34,328,279,214,18
450.00	254,256,255,174,303,34,328,279,214,18
451.00	185,103,28,163,109,18,97,228,400,231,41,342
452.00	185,103,28,163,109,18,97,228,400,231,41,342
453.00	382,364,223,29,410,96,252,358,265,238,418,68,409,367,501
454.00	382,364,223,29,410,96,252,358,265,238,418,68,409,367,501
455.00	79,78,75,21,235,345,73,388,202,476,320
456.00	186,204,175,401,150,60,321,97,362,62,324
457.00	186,204,175,401,150,60,321,97,362,62,324
458.00	239,56,114,21,300,243,346,150,324,469,133,366
459.00	73,345,402,74,38,54,23,130,419,363,331
460.00	73,345,402,74,38,54,23,130,419,363,331
461.00	68,180,193,44,306,252,458,386,228,420,8,274,419,364,556,630
462.00	
463.00	187,222,34,174,265,214,173,133,359,330,428,562
464.00	242,179,68,222,174,306,407,423,424,422,130,231,431,563,368,470
465.00	175,93,72,133,73,267,283,437,384,202,476,363
466.00	2,112,27,96,238,7,8,223,364,359,264
467.00	2,5,112,103,238,9,183,223,394,187,231,116,384,562
468.00	217,119,64,193,248,417,375,381,326,290,500,234
469.00	18,179,141,324,318,364,185,228,38,290
470.00	204,175,203,174,321,273,281,313,343,197,363,500,485,445
471.00	204,175,203,174,321,273,281,313,343,197,363,500,485,445
472.00	232,17,13,68,328,97,226,38,364,400,440,379,431,342
473.00	36,44,34,246,341,333,38,90,174,341,419,446,556,573
474.00	
475.00	50,212,262,194,288,425,109,227,485,285,581,502
476.00	222,205,38,335,446,203,469
477.00	286,194,220,288,262,185,466,399,285,114
478.00	335,191,205,50,117,311,419,506,313,415
479.00	
480.00	
481.00	
482.00	
483.00	
484.00	
485.00	
486.00	
487.00	
488.00	
489.00	
490.00	
491.00	
492.00	
493.00	
494.00	
495.00	445,363,137,231,345,230,243,228,212,239,580
496.00	445,363,137,231,345,230,243,228,212,239,580
497.00	445,363,137,231,345,230,243,228,212,239,580
498.00	343,34,37,222,276,174,283,281,214,484,389
499.00	343,34,37,222,276,174,283,281,214,484,389
500.00	343,34,37,222,276,174,283,281,214,484,389
501.00	383,197,403,372,362,400,376,103
502.00	383,197,403,372,362,400,376,103
503.00	383,197,403,372,362,400,376,103
504.00	193,231,103,372,228,279,175
505.00	193,231,103,372,228,279,175
506.00	336,28,189,122,204,203,281,228,424,422,423,495,653
507.00	336,28,189,122,204,203,281,228,424,422,423,495,653
508.00	336,28,189,122,204,203,281,228,424,422,423,495,653
509.00	6,492,185,313,204,227,281,343,383
510.00	6,492,185,313,204,227,281,343,383
511.00	343,67,321,417,272,310,320,345,331,437,574
512.00	343,67,321,417,272,310,320,345,331,437,574
513.00	343,67,321,417,272,310,214,83,7,257,574
514.00	343,67,321,417,272,310,214,83,7,257,574
515.00	343,67,321,417,272,310,392,401,300,56,574
516.00	343,67,321,417,272,310,392,401,300,56,574
517.00	214,290,112,277,270,226,129,174,49,361
518.00	214,290,112,277,270,226,129,174,49,361
519.00	211,95,253,516,273,234,381,400
520.00	211,95,253,516,273,234,381,400
521.00	211,95,253,516,273,234,381,400
522.00	382,36,28,24,103,99,203,38,351,289
523.00	382,36,28,24,103,99,203,38,351,289
524.00	222,174,475,317,199,484,36,356,469
525.00	222,174,475,317,199,484,36,356,469
526.00	222,174,475,317,199,484,36,356,469
527.00	204,282,313,48,485,500,355,260,270,445,599,375
528.00	204,282,313,48,485,500,355,260,270,445,599,375
529.00	334,229,414,306,319,66,130,431
530.00	334,229,414,306,319,66,130,431
531.00	273,215,381,227,516,186,281,214,361,133,577
532.00	409,203,68,4,193,265,197,469,395,179,183
533.00	409,203,68,4,193,265,197,469,395,179,183
534.00	409,203,68,4,193,265,197,469,395,179,183
535.00	352,287,300,426,214,173,54,414,495
536.00	352,287,300,426,214,173,54,414,495
537.00	352,287,300,426,214,173,54,414,495
538.00	
539.00	
540.00	318,103,13,170,97,382,226,293,403
541.00	318,103,13,170,97,382,226,293,403
542.00	318,103,13,170,97,382,226,293,403
543.00	41,42,390,191,36,431
544.00	41,42,390,191,36,431
545.00	41,42,390,191,36,431
546.00	363,227,321,313,320,262,251,415,388,445
547.00	363,227,321,313,320,262,251,415,388,445
548.00	363,204,203,275,388,320,230,117,361
549.00	363,204,203,275,388,320,230,117,361
550.00	129,61,341,330,97,250,99,362,279
551.00	38,431,228,253,424,422,251,116,68,212,382,629
552.00	38,431,228,253,424,422,251,116,68,212,382,629
553.00	38,431,228,253,424,422,251,116,68,212,382,629
554.00	214,264,116,203,359,36,172,227,281,289
555.00	214,264,116,203,359,36,172,227,281,289
556.00	331,340,388,73,402,452,191,320,580
557.00	203,334,400,328,68,174,191,335,469,563
558.00	203,334,400,328,68,174,191,335,469,563
559.00	409,68,349,197,252,7,8,9,133,185,428,501
560.00	409,68,349,197,252,7,8,9,133,185,428,501
561.00	500,375,246,211,355,285,248
562.00	262,313,417,203,377,286,171,50,502,390
563.00	262,313,417,203,377,286,171,50,502,390
564.00	352,282,88,21,334,175,250,34,117,385,642
565.00	352,282,88,21,334,175,250,34,117,385,642
566.00	211,432,406,457,282,414,44,502,415
567.00	211,432,406,457,282,414,44,502,415
568.00	191,205,114,174,350,28,300,120
569.00	191,205,114,174,350,28,300,120
