65	1	Psychic		36	0	36	55	50	65	175	105	150	1.2	48
66	0	Fighting		62	99	80	70	80	50	35	35	35	0.8	19.5
67	0	Fighting		62	99	80	80	100	70	50	60	45	1.5	70.5
68	0	Fighting		62	99	80	90	130	80	65	85	55	1.6	130
69	0	Grass	Poison	34	0	82	50	75	35	70	30	40	0.7	4
70	0	Grass	Poison	34	0	82	65	90	50	85	45	55	1	6.4
71	0	Grass	Poison	34	0	82	80	105	65	100	70	70	1.7	15.5
72	0	Water	Poison	29	64	44	40	40	35	50	100	70	0.9	45.5
73	0	Water	Poison	29	64	44	80	70	65	80	120	100	1.6	55
74	0	Rock	Ground	69	5	8	40	80	100	30	30	20	0.4	20
74	1	Rock	Electric	42	5	206	40	80	100	30	30	20	0.4	20.3
75	0	Rock	Ground	69	5	8	55	95	115	45	45	35	1	105
75	1	Rock	Electric	42	5	206	55	95	115	45	45	35	1	110
76	0	Rock	Ground	69	5	8	80	120	130	55	65	45	1.4	300
76	1	Rock	Electric	42	5	206	80	120	130	55	65	45	1.4	316
77	0	Fire		50	18	49	50	85	55	65	65	90	1	30
78	0	Fire		50	18	49	65	100	70	80	80	105	1.7	95
79	0	Water	Psychic	12	20	144	90	65	65	40	40	15	1.2	36
80	0	Water	Psychic	12	20	144	95	75	110	100	80	30	1.6	78.5
80	1	Water	Psychic	75	0	75	95	75	180	130	80	30	2	120
81	0	Electric	Steel	42	5	148	25	35	70	95	55	45	0.3	6
82	0	Electric	Steel	42	5	148	50	60	95	120	70	70	1	60
83	0	Normal	Flying	51	39	128	52	90	55	58	62	60	0.8	15
84	0	Normal	Flying	50	48	77	35	85	45	35	35	75	1.4	39.2
85	0	Normal	Flying	50	48	77	60	110	70	60	60	110	1.8	85.2
86	0	Water		47	93	115	65	45	55	45	70	45	1.1	90
87	0	Water	Ice	47	93	115	90	70	80	70	95	70	1.7	120
88	0	Poison		1	60	143	80	80	50	40	50	25	0.9	30
88	1	Poison	Dark	143	82	223	80	80	50	40	50	25	0.7	42
89	0	Poison		1	60	143	105	105	75	65	100	50	1.2	30
89	1	Poison	Dark	143	82	223	105	105	75	65	100	50	1	52
90	0	Water		75	92	142	30	65	100	45	25	40	0.3	4
91	0	Water	Ice	75	92	142	50	95	180	85	45	70	1.5	132.5
92	0	Ghost	Poison	26	0	0	30	35	30	100	35	80	1.3	0.1
93	0	Ghost	Poison	26	0	0	45	50	45	115	55	95	1.6	0.1
94	0	Ghost	Poison	130	0	0	60	65	60	130	75	110	1.5	40.5
94	1	Ghost	Poison	23	0	0	60	65	80	170	95	130	1.4	40.5
95	0	Rock	Ground	69	5	133	35	45	160	30	45	70	8.8	210
96	0	Psychic		15	108	39	60	48	45	43	90	42	1	32.4
97	0	Psychic		15	108	39	85	73	70	73	115	67	1.6	75.6
98	0	Water		52	75	125	30	105	90	25	25	50	0.4	6.5
99	0	Water		52	75	125	55	130	115	50	50	75	1.3	60
100	0	Electric		43	9	106	40	30	50	55	55	100	0.5	10.4
101	0	Electric		43	9	106	60	50	70	80	80	150	1.2	66.6
102	0	Grass	Psychic	34	0	139	60	40	80	60	45	40	0.4	2.5
103	0	Grass	Psychic	34	0	139	95	95	85	125	75	55	2	120
103	1	Grass	Dragon	119		139	95	105	85	125	75	45	10.9	415.6
104	0	Ground		69	31	4	50	50	95	40	50	35	0.4	6.5
105	0	Ground		69	31	4	60	80	110	50	80	45	1	45
105	1	Fire	Ghost	130	31	69	60	80	110	50	80	45	1	34
106	0	Fighting		7	120	84	50	120	53	35	110	87	1.5	49.8
107	0	Fighting		51	89	39	50	105	79	35	110	76	1.4	50.2
108	0	Normal		20	12	13	90	55	75	60	75	30	1.2	65.5
109	0	Poison		26	0	0	40	65	95	60	45	35	0.6	1
110	0	Poison		26	0	0	65	90	120	85	70	60	1.2	9.5
111	0	Ground	Rock	31	69	120	80	85	95	30	30	25	1	115
112	0	Ground	Rock	31	69	120	105	130	120	45	45	40	1.9	120
113	0	Normal		30	32	131	250	5	5	35	105	50	1.1	34.6
114	0	Grass		34	102	144	65	55	115	100	40	60	1	35
115	0	Normal		48	113	39	105	95	80	40	80	90	2.2	80
115	1	Normal		185	0	185	105	125	100	60	100	100	2.2	100
116	0	Water		33	97	6	30	40	70	70	25	60	0.4	8
117	0	Water		38	97	6	55	65	95	95	45	85	1.2	25
118	0	Water		33	41	31	45	67	60	35	50	63	0.6	15
119	0	Water		33	41	31	80	92	65	65	80	68	1.3	39
120	0	Water		35	30	148	30	45	55	70	55	85	0.8	34.5
121	0	Water	Psychic	35	30	148	60	75	85	100	85	115	1.1	80
122	0	Psychic	Fairy	43	111	101	40	45	65	100	120	90	1.3	54.5
123	0	Bug	Flying	68	101	80	70	110	80	55	80	105	1.5	56
124	0	Ice	Psychic	12	108	87	65	50	35	115	95	95	1.4	40.6
125	0	Electric		9	0	72	65	83	57	95	85	105	1.1	30
126	0	Fire		49	0	72	65	95	57	100	85	93	1.3	44.5
127	0	Bug		52	104	153	65	125	100	55	70	85	1.5	55
127	1	Bug	Flying	184	0	184	65	155	120	65	90	105	1.7	59
128	0	Normal		22	83	125	75	100	95	40	70	110	1.4	88.4
129	0	Water		33	0	155	20	10	55	15	20	80	0.9	10
130	0	Water	Flying	22	0	153	95	125	79	60	100	81	6.5	235
130	1	Water	Dark	104	0	104	95	155	109	70	130	81	6.5	305
131	0	Water	Ice	11	75	93	130	85	80	85	95	60	2.5	220
132	0	Normal		7	0	150	48	48	48	48	48	48	0.3	4
133	0	Normal		50	91	107	55	55	50	45	65	55	0.3	6.5
134	0	Water		11	11	93	130	65	60	110	95	65	1	29
135	0	Electric		10	10	95	65	65	60	110	95	130	0.8	24.5
136	0	Fire		18	18	62	65	130	60	95	110	65	0.9	25
137	0	Normal		36	88	148	65	60	70	85	75	40	0.8	36.5
138	0	Rock	Water	33	75	133	35	40	100	90	55	35	0.4	7.5
139	0	Rock	Water	33	75	133	70	60	125	115	70	55	1	35
140	0	Rock	Water	33	4	133	30	80	90	55	45	55	0.5	11.5
141	0	Rock	Water	33	4	133	60	115	105	65	70	80	1.3	40.5
142	0	Rock	Flying	69	46	127	80	105	65	60	75	130	1.8	59
142	1	Rock	Flying	181	0	181	80	135	85	70	95	150	2.1	79
143	0	Normal		17	47	82	160	110	65	65	110	30	2.1	460
144	0	Ice	Flying	46	0	81	90	85	100	95	125	85	1.7	55.4
145	0	Electric	Flying	46	0	9	90	90	85	125	90	100	1.6	52.6
146	0	Fire	Flying	46	0	49	90	100	90	125	85	90	2	60
147	0	Dragon		61	0	63	41	64	45	50	50	50	1.8	3.3
148	0	Dragon		61	0	63	61	84	65	70	70	70	4	16.5
149	0	Dragon	Flying	39	0	136	91	134	95	100	100	80	2.2	210
150	0	Psychic		46	0	127	106	110	90	154	90	130	2	122
150	1	Psychic	Fighting	80	0	80	106	190	100	154	100	130	2.3	127
150	2	Psychic		15	0	15	106	150	70	194	120	140	1.5	33
151	0	Psychic		28	0	0	100	100	100	100	100	100	0.4	4
152	0	Grass		65	0	102	45	49	65	49	65	45	0.9	6.4
153	0	Grass		65	0	102	60	62	80	63	80	60	1.2	15.8
154	0	Grass		65	0	102	80	82	100	83	100	80	1.8	100.5
155	0	Fire		66	0	18	39	52	43	60	50	65	0.5	7.9
156	0	Fire		66	0	18	58	64	58	80	65	80	0.9	19
157	0	Fire		66	0	18	78	84	78	109	85	100	1.7	79.5
158	0	Water		67	0	125	50	65	64	44	48	43	0.6	9.5
159	0	Water		67	0	125	65	80	80	59	63	58	1.1	25
160	0	Water		67	0	125	85	105	100	79	83	78	2.3	88.8
161	0	Normal		50	51	119	35	46	34	35	45	20	0.8	6
162	0	Normal		50	51	119	85	76	64	45	55	90	1.8	32.5
163	0	Normal	Flying	15	51	110	60	30	30	36	56	50	0.7	21.2
164	0	Normal	Flying	15	51	110	100	50	50	86	96	70	1.6	40.8
165	0	Bug	Flying	68	48	155	40	20	30	40	80	55	1	10.8
166	0	Bug	Flying	68	48	89	55	35	50	55	110	85	1.4	35.6
167	0	Bug	Poison	68	15	97	40	60	40	40	40	30	0.5	8.5
168	0	Bug	Poison	68	15	97	70	90	70	60	70	40	1.1	33.5
169	0	Poison	Flying	39	0	151	85	90	80	70	80	130	1.8	75
170	0	Water	Electric	10	35	11	75	38	38	56	56	67	0.5	12
171	0	Water	Electric	10	35	11	125	58	58	76	76	67	1.2	22.5
172	0	Electric		9	0	31	20	40	15	35	35	60	0.3	2
173	0	Fairy		56	98	132	50	25	28	45	55	15	0.3	3
174	0	Normal	Fairy	56	172	132	90	30	15	40	20	15	0.3	1
175	0	Fairy		55	32	105	35	20	65	40	65	20	0.3	1.5
176	0	Fairy	Flying	55	32	105	55	40	85	80	105	40	0.6	3.2
177	0	Psychic	Flying	28	48	156	40	50	45	70	45	70	0.2	2
178	0	Psychic	Flying	28	48	156	65	75	70	95	70	95	1.5	15
179	0	Electric		9	0	57	55	40	40	65	45	35	0.6	7.8
180	0	Electric		9	0	57	70	55	55	80	60	45	0.8	13.3
181	0	Electric		9	0	57	90	75	85	115	90	55	1.4	61.5
181	1	Electric	Dragon	104	0	104	90	95	105	165	110	45	1.4	61.5
182	0	Grass		34	0	131	75	80	95	90	100	50	0.4	5.8
183	0	Water	Fairy	47	37	157	70	20	50	20	50	40	0.4	8.5
184	0	Water	Fairy	47	37	157	100	50	80	60	80	50	0.8	28.5
185	0	Rock		5	69	155	70	100	115	30	65	30	1.2	38
186	0	Water		11	6	2	90	75	75	90	100	70	1.1	33.9
187	0	Grass	Flying	34	102	151	35	35	40	35	55	50	0.4	0.5
188	0	Grass	Flying	34	102	151	55	45	50	45	65	80	0.6	1
189	0	Grass	Flying	34	102	151	75	55	70	55	95	110	0.8	3
190	0	Normal		50	53	92	55	70	55	40	55	85	0.8	11.5
191	0	Grass		34	94	48	30	30	30	30	30	30	0.3	1.8
192	0	Grass		34	94	48	75	75	55	105	85	30	0.8	8.5
193	0	Bug	Flying	3	14	119	65	65	45	75	45	95	1.2	38
194	0	Water	Ground	6	11	109	55	45	45	25	25	15	0.4	8.5
195	0	Water	Ground	6	11	109	95	85	85	65	65	35	1.4	75
196	0	Psychic		28	28	156	65	65	60	130	95	110	0.9	26.5
197	0	Dark		28	28	39	95	65	110	60	130	65	1	27
198	0	Dark	Flying	15	105	158	60	85	42	85	42	91	0.5	2.1
199	0	Water	Psychic	12	20	144	95	75	80	100	110	30	2	79.5
200	0	Ghost		26	0	0	60	60	60	85	85	85	0.7	1
201	0	Psychic		26	0	0	48	72	48	72	48	48	0.5	5
202	0	Psychic		23	0	140	190	33	58	33	58	33	1.3	28.5
203	0	Normal	Psychic	39	48	157	70	80	65	90	65	85	1.5	41.5
204	0	Bug		5	0	142	50	65	90	35	35	15	0.6	7.2
205	0	Bug	Steel	5	0	142	75	90	140	60	60	40	1.2	125.8
206	0	Normal		32	50	155	100	70	70	65	65	45	1.5	14
207	0	Ground	Flying	52	8	17	65	75	105	35	65	85	1.1	64.8
208	0	Steel	Ground	69	5	125	75	85	200	55	65	30	9.2	400
208	1	Steel	Ground	159	0	159	75	125	230	55	95	30	10.5	740
209	0	Fairy		22	50	155	60	80	50	40	40	30	0.6	7.8
210	0	Fairy		22	95	155	90	120	75	60	60	45	1.4	48.7
211	0	Water	Poison	38	33	22	65	95	85	55	55	85	0.5	3.9
212	0	Bug	Steel	68	101	135	70	130	100	55	80	65	1.8	118
212	1	Bug	Steel	101	0	101	70	150	140	65	100	75	2	125
213	0	Bug	Rock	5	82	126	20	10	230	10	230	5	0.6	20.5
214	0	Bug	Fighting	68	62	153	80	125	75	40	95	85	1.5	54
214	1	Bug	Fighting	92	0	92	80	185	115	40	105	75	1.7	62.5
215	0	Dark	Ice	39	51	124	55	95	55	35	75	115	0.9	28
216	0	Normal		53	95	118	60	80	50	50	50	40	0.6	8.8
217	0	Normal		62	95	127	90	130	75	75	75	55	1.8	125.8
218	0	Fire		40	49	133	40	40	40	70	40	20	0.7	35
219	0	Fire	Rock	40	49	133	60	50	120	90	80	30	0.8	55
220	0	Ice	Ground	12	81	47	50	50	40	30	30	50	0.4	6.5
221	0	Ice	Ground	12	81	47	100	100	80	60	60	50	1.1	55.8
222	0	Water	Rock	55	30	144	65	55	95	65	95	35	0.6	5
223	0	Water		55	97	141	35	65	35	65	35	65	0.6	12
224	0	Water		21	97	141	75	105	75	105	75	45	0.9	28.5
225	0	Ice	Flying	72	55	15	45	55	45	65	45	75	0.9	16
226	0	Water	Flying	33	11	41	85	40	70	80	140	70	2.1	220
227	0	Steel	Flying	51	5	133	65	80	140	40	70	70	1.7	50.5
228	0	Dark	Fire	48	18	127	45	60	30	80	50	65	0.6	10.8
229	0	Dark	Fire	48	18	127	75	90	50	110	80	95	1.4	35
229	1	Dark	Fire	94	0	94	75	90	90	140	90	115	1.9	49.5
230	0	Water	Dragon	33	97	6	75	95	95	95	95	85	1.8	152
231	0	Ground		53	0	8	90	60	60	40	40	40	0.5	33.5
232	0	Ground		5	0	8	90	120	120	60	60	50	1.1	120
233	0	Normal		36	88	148	85	80	90	105	95	60	0.6	32.5
234	0	Normal		22	119	157	73	95	62	85	65	85	1.4	71.2
235	0	Normal		20	101	141	55	20	35	20	45	75	1.2	58
236	0	Fighting		62	80	72	35	35	35	35	35	35	0.7	21
237	0	Fighting		22	101	80	50	95	95	35	110	70	1.4	48
238	0	Ice	Psychic	12	108	93	45	30	15	85	65	65	0.4	6
239	0	Electric		9	0	72	45	63	37	65	55	95	0.6	23.5
240	0	Fire		49	0	72	45	75	37	70	55	83	0.7	21.4
241	0	Normal		47	113	157	95	80	105	40	70	100	1.2	75.5
242	0	Normal		30	32	131	255	10	10	75	135	55	1.5	46.8
243	0	Electric		46	0	39	90	85	75	115	100	115	1.9	178
244	0	Fire		46	0	39	115	115	85	90	75	100	2.1	198
245	0	Water		46	0	39	100	75	115	90	115	85	2	187
246	0	Rock	Ground	62	0	8	50	64	50	45	50	41	0.6	72
247	0	Rock	Ground	61	0	61	70	84	70	65	70	51	1.2	152
248	0	Rock	Dark	45	0	127	100	134	110	95	100	61	2	202
248	1	Rock	Dark	45	0	45	100	164	150	95	120	71	2.5	255
249	0	Psychic	Flying	46	0	136	106	90	130	90	154	110	5.2	216
250	0	Fire	Flying	46	0	144	106	130	90	110	154	90	3.8	199
251	0	Psychic	Grass	30	0	0	100	100	100	100	100	100	0.6	5
252	0	Grass		65	0	84	40	45	35	65	55	70	0.5	5
253	0	Grass		65	0	84	50	65	45	85	65	95	0.9	21.6
254	0	Grass		65	0	84	70	85	65	105	85	120	1.7	52.2
254	1	Grass	Dragon	31	0	31	70	110	75	145	85	145	1.9	55.2
255	0	Fire		66	0	3	45	60	40	70	50	45	0.4	2.5
256	0	Fire	Fighting	66	0	3	60	85	60	85	60	55	0.9	19.5
257	0	Fire	Fighting	66	0	3	80	120	70	110	70	80	1.9	52
257	1	Fire	Fighting	3	0	3	80	160	80	130	80	100	1.9	52
258	0	Water		67	0	6	50	70	50	50	50	40	0.4	7.6
259	0	Water	Ground	67	0	6	70	85	70	60	70	50	0.7	28
260	0	Water	Ground	67	0	6	100	110	90	85	90	60	1.5	81.9
260	1	Water	Ground	33	0	33	100	150	110	95	110	70	1.9	102
261	0	Dark		50	95	155	35	55	35	30	30	35	0.5	13.6
262	0	Dark		22	95	153	70	90	70	60	60	70	1	37
263	0	Normal		53	82	95	38	30	41	30	41	60	0.4	17.5
264	0	Normal		53	82	95	78	70	61	50	61	100	0.5	32.5
265	0	Bug		19	0	50	45	45	35	20	30	20	0.3	3.6
266	0	Bug		61	0	61	50	35	55	25	25	15	0.6	10
267	0	Bug	Flying	68	0	79	60	70	50	100	50	65	1	28.4
268	0	Bug		61	0	61	50	35	55	25	25	15	0.7	11.5
269	0	Bug	Poison	19	0	14	60	50	70	50	90	65	1.2	31.6
270	0	Water	Grass	33	44	20	40	30	30	40	50	30	0.5	2.6
271	0	Water	Grass	33	44	20	60	50	50	60	70	50	1.2	32.5
272	0	Water	Grass	33	44	20	80	70	70	90	100	70	1.5	55
273	0	Grass		34	48	124	40	40	50	30	30	30	0.5	4
274	0	Grass	Dark	34	48	124	70	70	40	60	40	60	1	28
275	0	Grass	Dark	34	48	124	90	100	60	90	60	80	1.3	59.6
276	0	Normal	Flying	62	0	113	40	55	30	30	30	85	0.3	2.3
277	0	Normal	Flying	62	0	113	60	85	60	75	50	125	0.7	19.8
278	0	Water	Flying	51	93	44	40	30	30	55	30	85	0.6	9.5
279	0	Water	Flying	51	2	44	60	50	100	95	70	65	1.2	28
280	0	Psychic	Fairy	28	36	140	28	25	25	45	35	40	0.4	6.6
281	0	Psychic	Fairy	28	36	140	38	35	35	65	55	50	0.8	20.2
282	0	Psychic	Fairy	28	36	140	68	65	65	125	115	80	1.6	48.4
282	1	Psychic	Fairy	182	0	182	68	85	65	165	135	100	1.6	48.4
283	0	Bug	Water	33	0	44	40	30	32	50	52	65	0.5	1.7
284	0	Bug	Flying	22	0	127	70	60	62	100	82	80	0.8	3.6
285	0	Grass		27	90	95	60	40	60	40	60	35	0.4	4.5
286	0	Grass	Fighting	27	90	101	60	130	80	60	60	70	1.2	39.2
287	0	Normal		54	0	0	60	60	60	35	35	30	0.8	24
288	0	Normal		72	0	0	80	80	80	55	55	90	1.4	46.5
289	0	Normal		54	0	0	150	160	100	95	65	100	2	130.5
290	0	Bug	Ground	14	0	50	31	45	90	30	30	40	0.5	5.5
291	0	Bug	Flying	3	0	151	61	90	45	50	50	160	0.8	12
292	0	Bug	Ghost	25	0	25	1	90	45	30	30	40	0.8	1.2
293	0	Normal		43	0	155	64	51	23	51	23	28	0.6	16.3
294	0	Normal		43	0	113	84	71	43	71	43	48	1	40.5
295	0	Normal		43	0	113	104	91	63	91	73	68	1.5	84
296	0	Fighting		47	62	125	72	60	30	20	30	25	1	86.4
297	0	Fighting		47	62	125	144	120	60	40	60	50	2.3	253.8
298	0	Normal	Fairy	47	37	157	50	20	40	20	40	20	0.2	2
299	0	Rock		5	42	159	30	45	135	45	90	30	1	97
300	0	Normal		56	96	147	50	45	45	35	35	50	0.6	11
301	0	Normal		56	96	147	70	65	65	55	55	90	1.1	32.6
302	0	Dark	Ghost	51	100	158	50	75	75	65	65	50	0.5	11
302	1	Dark	Ghost	156	0	156	50	85	125	85	115	20	0.5	161
303	0	Steel	Fairy	52	22	125	50	85	85	55	55	50	0.6	11.5
303	1	Steel	Fairy	37	0	37	50	105	125	55	95	50	1	23.5
304	0	Steel	Rock	5	69	134	50	70	100	40	40	30	0.4	60
305	0	Steel	Rock	5	69	134	60	90	140	50	50	40	0.9	120
306	0	Steel	Rock	5	69	134	70	110	180	60	60	50	2.1	360
306	1	Steel		111	0	111	70	140	230	60	80	50	2.2	395
307	0	Fighting	Psychic	74	0	140	30	40	55	40	55	60	0.6	11.2
308	0	Fighting	Psychic	74	0	140	60	60	75	60	75	80	1.3	31.5
308	1	Fighting	Psychic	37	0	37	60	100	85	80	85	100	1.3	31.5
309	0	Electric		9	31	58	40	45	40	65	40	65	0.6	15.2
310	0	Electric		9	31	58	70	75	60	105	60	105	1.5	40.2
310	1	Electric		22	0	22	70	75	80	135	80	135	1.8	44
311	0	Electric		57	0	31	60	50	40	85	75	95	0.4	4.2
312	0	Electric		58	0	10	60	40	50	75	85	95	0.4	4.2
313	0	Bug		35	68	158	65	73	75	47	85	85	0.7	17.7
314	0	Bug		12	110	158	65	47	75	73	85	85	0.6	17.7
315	0	Grass	Poison	30	38	102	50	60	45	100	80	65	0.3	2
316	0	Poison		64	60	82	70	43	53	43	53	40	0.4	10.3
317	0	Poison		64	60	82	100	73	83	73	83	55	1.7	80
318	0	Water	Dark	24	0	3	45	90	20	65	20	65	0.8	20.8
319	0	Water	Dark	24	0	3	70	120	40	95	40	95	1.8	88.8
319	1	Water	Dark	173	0	173	70	140	70	110	65	105	2.5	130.3
320	0	Water		41	12	46	130	70	35	70	35	60	2	130
321	0	Water		41	12	46	170	90	45	90	45	60	14.5	398
322	0	Fire	Ground	12	86	20	60	60	40	65	45	35	0.7	24
323	0	Fire	Ground	40	116	83	70	100	70	105	75	40	1.9	220
323	1	Fire	Ground	125	0	125	70	120	100	145	105	20	2.5	320.5
324	0	Fire		73	70	75	70	85	140	85	70	20	0.5	80.4
325	0	Psychic		47	20	82	60	25	35	70	80	60	0.7	30.6
326	0	Psychic		47	20	82	80	45	65	90	110	80	0.9	71.5
327	0	Normal		20	77	126	60	60	60	60	60	60	1.1	5
328	0	Ground		52	71	125	45	100	45	45	45	10	0.7	15
329	0	Ground	Dragon	26	26	26	50	70	50	50	50	70	1.1	15.3
330	0	Ground	Dragon	26	26	26	80	100	80	80	80	100	2	82
331	0	Grass		8	0	11	50	85	40	85	40	35	0.4	51.3
332	0	Grass	Dark	8	0	11	70	115	60	115	60	55	1.3	77.4
333	0	Normal	Flying	30	0	13	45	40	60	40	75	50	0.4	1.2
334	0	Dragon	Flying	30	0	13	75	70	90	70	105	80	1.1	20.6
334	1	Dragon	Fairy	182	0	182	75	110	110	110	105	80	1.5	20.6
335	0	Normal		17	0	137	73	115	60	60	60	90	1.3	40.3
336	0	Poison		61	0	151	73	100	60	100	60	65	2.7	52.5
337	0	Rock	Psychic	26	0	0	90	55	65	95	85	70	1	168
338	0	Rock	Psychic	26	0	0	90	95	85	55	65	70	1.2	154
339	0	Water	Ground	12	107	93	50	48	43	46	41	60	0.4	1.9
340	0	Water	Ground	12	107	93	110	78	73	76	71	60	0.9	23.6
341	0	Water		52	75	91	43	80	65	50	35	35	0.6	11.5
342	0	Water	Dark	52	75	91	63	120	85	90	55	55	1.1	32.8
343	0	Ground	Psychic	26	0	0	40	40	55	40	70	55	0.5	21.5
344	0	Ground	Psychic	26	0	0	60	70	105	70	120	75	1.5	108
345	0	Rock	Grass	21	0	114	66	41	77	61	87	23	1	23.8
346	0	Rock	Grass	21	0	114	86	81	97	81	107	43	1.5	60.4
347	0	Rock	Bug	4	0	33	45	95	50	40	50	75	0.7	12.5
348	0	Rock	Bug	4	0	33	75	125	100	70	80	45	1.5	68.2
